budget,genres,homepage,id,keywords,original_language,original_title,overview,viewercount,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_count,vote_average
23000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",http://www.pitchblack.com/,2787,"[{""id"": 3762, ""name"": ""darkness""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4803, ""name"": ""comet""}, {""id"": 4862, ""name"": ""alien life-form""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 14773, ""name"": ""eclipse""}, {""id"": 14774, ""name"": ""flask""}, {""id"": 14775, ""name"": ""corps""}]",en,Pitch Black,"When their ship crash-lands on a remote planet, the marooned passengers soon learn that escaped convict Riddick isn't the only thing they have to fear. Deadly creatures lurk in the shadows, waiting to attack in the dark, and the planet is rapidly plunging into the utter blackness of a total eclipse. With the body count rising, the doomed survivors are forced to turn to Riddick with his eerie eyes to guide them through the darkness to safety. With time running out, there's only one rule: Stay in the light.",18.493202,"[{""name"": ""Interscope Communications"", ""id"": 10201}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/18/2000,53187659,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Don't be afraid of the dark. Be afraid of what's in the dark,Pitch Black,1789,6.7
53000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",,22803,"[{""id"": 331, ""name"": ""tattoo""}, {""id"": 352, ""name"": ""secret passage""}, {""id"": 3605, ""name"": ""baseball bat""}, {""id"": 5011, ""name"": ""deal""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 15108, ""name"": ""justice""}, {""id"": 33518, ""name"": ""district attorney""}, {""id"": 33519, ""name"": ""courtroom""}, {""id"": 193551, ""name"": ""vigilantism""}]",en,Law Abiding Citizen,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,49.593978,"[{""name"": ""Film Department, The"", ""id"": 5257}, {""name"": ""Evil Twins"", ""id"": 5802}, {""name"": ""Warp Films"", ""id"": 12180}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/15/2009,126690726,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The System Must Pay.,Law Abiding Citizen,1486,7.2
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",http://www.getawaymovie.com/,146227,[],en,Getaway,"Former race car driver Brent Magna (Hawke) is pitted against the clock. Desperately trying to save the life of his kidnapped wife, Brent commandeers a custom Ford Shelby GT500 Super Snake, taking it and its unwitting owner (Gomez) on a high-speed race against time, at the command of the mysterious villain holding his wife hostage.",16.520516,"[{""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Signature Pictures"", ""id"": 2982}, {""name"": ""After Dark Films"", ""id"": 3608}, {""name"": ""Silver Reel"", ""id"": 12075}, {""name"": ""Saints LA"", ""id"": 19719}, {""name"": ""Bomar OOD"", ""id"": 28176}, {""name"": ""thefyzz"", ""id"": 36109}, {""name"": ""Dunulf Productions"", ""id"": 68548}, {""name"": ""Emmitt Productions Limited"", ""id"": 68549}, {""name"": ""ADF Acquisitions"", ""id"": 68550}]","[{""iso_3166_1"": ""BG"", ""name"": ""Bulgaria""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/29/2013,10501938,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Get in. Get out. Getaway.,Getaway,246,4.9
9000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,9685,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 8917, ""name"": ""patenonkel""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 13072, ""name"": ""falling in love""}]",en,Igby Goes Down,A young man's peculiar upbringing renders him unable to competently cope with the struggle of growing up.,2.062087,"[{""name"": ""United Artists"", ""id"": 60}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/13/2002,4777465,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Insanity is relative.,Igby Goes Down,95,6.5
14000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",,2604,"[{""id"": 422, ""name"": ""vietnam veteran""}, {""id"": 447, ""name"": ""post traumatic stress  disorder""}, {""id"": 1010, ""name"": ""bar""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 2564, ""name"": ""wheelchair""}, {""id"": 2957, ""name"": ""vietnam war""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 33343, ""name"": ""spit in the face""}, {""id"": 188991, ""name"": ""drunkenness""}, {""id"": 208611, ""name"": ""1950s""}, {""id"": 208992, ""name"": ""1960s""}]",en,Born on the Fourth of July,"The biography of Ron Kovic. Paralyzed in the Vietnam war, he becomes an anti-war and pro-human rights political activist after feeling betrayed by the country he fought for.",25.949277,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Ixtlan"", ""id"": 4198}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/20/1989,161001698,145,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,A story of innocence lost and courage found.,Born on the Fourth of July,395,6.7
155000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",,10140,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 13084, ""name"": ""king""}, {""id"": 166930, ""name"": ""narnia""}, {""id"": 170362, ""name"": ""fantasy world""}, {""id"": 182768, ""name"": ""knife held to throat""}, {""id"": 182772, ""name"": ""snowing""}, {""id"": 207372, ""name"": ""quest""}]",en,The Chronicles of Narnia: The Voyage of the Dawn Treader,"This time around Edmund and Lucy Pevensie, along with their pesky cousin Eustace Scrubb find themselves swallowed into a painting and on to a fantastic Narnian ship headed for the very edges of the world.",49.661984,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Walden Media"", ""id"": 10221}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/13/2010,415686217,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Return to magic. Return to hope. Return to Narnia.,The Chronicles of Narnia: The Voyage of the Dawn Treader,1514,6.2
22000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.stonemovie.com/stone.html,44113,"[{""id"": 378, ""name"": ""prison""}, {""id"": 657, ""name"": ""fire""}, {""id"": 2887, ""name"": ""manipulation""}, {""id"": 3182, ""name"": ""seduction""}, {""id"": 4459, ""name"": ""vegetarian""}, {""id"": 5500, ""name"": ""playground""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 11363, ""name"": ""arson""}, {""id"": 15232, ""name"": ""parole""}, {""id"": 15233, ""name"": ""arsonist""}, {""id"": 15234, ""name"": ""convict""}, {""id"": 15235, ""name"": ""house fire""}]",en,Stone,"Parole officer Jack Mabry has only a few weeks left before retirement and wishes to finish out the cases he's been assigned. One such case is that of Gerald 'Stone' Creeson, a convicted arsonist who is up for parole. Jack is initially reluctant to indulge Stone in the coarse banter he wishes to pursue and feels little sympathy for the prisoner's pleads for an early release. Seeing little hope in convincing Jack himself, Stone arranges for his wife to seduce the officer, but motives and intentions steadily blur amidst the passions and buried secrets of the corrupted players in this deadly game of deception.",12.445176,"[{""name"": ""Stone Productions"", ""id"": 6572}, {""name"": ""Mimran Schur Pictures"", ""id"": 6573}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/7/2010,9479718,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some People Tell Lies. Others Live Them.,Stone,192,5.2
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,9441,"[{""id"": 15160, ""name"": ""divorce""}, {""id"": 15161, ""name"": ""rebellious daughter""}, {""id"": 15163, ""name"": ""freeze frame""}, {""id"": 15164, ""name"": ""custody""}, {""id"": 15165, ""name"": ""school play""}, {""id"": 15166, ""name"": ""photo shoot""}]",en,Stepmom,"Jackie is a divorced mother of two. Isabel is the career minded girlfriend of Jackie’s ex-husband Luke, forced into the role of unwelcome stepmother to their children. But when Jackie discovers she is ill, both women realise they must put aside their differences to find a common ground and celebrate life to the fullest, while they have the chance.",16.368283,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""1492 Pictures"", ""id"": 436}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/25/1998,0,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Be there for the joy. Be there for the tears. Be there for each other.,Stepmom,277,6.9
70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",,9509,"[{""id"": 534, ""name"": ""mexico""}, {""id"": 591, ""name"": ""cia""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 2913, ""name"": ""diary""}, {""id"": 3036, ""name"": ""bible""}, {""id"": 3088, ""name"": ""bodyguard""}, {""id"": 10668, ""name"": ""stuffed animal""}, {""id"": 15156, ""name"": ""cell phone""}, {""id"": 33457, ""name"": ""alcoholic""}, {""id"": 156816, ""name"": ""grenade launcher""}, {""id"": 181117, ""name"": ""bloodshed""}, {""id"": 182733, ""name"": ""swim meet""}]",en,Man on Fire,"Jaded ex-CIA operative John Creasy reluctantly accepts a job as the bodyguard for a 10-year-old girl in Mexico City. They clash at first, but eventually bond, and when she's kidnapped he's consumed by fury and will stop at nothing to save her life.",45.299089,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""New Regency Pictures"", ""id"": 10104}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/23/2004,130293714,146,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,"Creasy's art is death, and he is about to paint his masterpiece.",Man on Fire,1553,7.3
10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",,26352,"[{""id"": 1812, ""name"": ""fbi""}, {""id"": 2151, ""name"": ""drug crime""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 155790, ""name"": ""private detective""}, {""id"": 222423, ""name"": ""blast""}]",en,A Low Down Dirty Shame,"A black detective becomes embroiled in a web of danger while searching for a fortune in missing drug money. During the course of his investigation, he encounters various old connections, ultimately confronting the criminal responsible for Shame's expulsion from the force. He must also deal with two women, Angela, a beautiful old flame, and Peaches, his energetic but annoying sidekick.",3.290639,"[{""name"": ""Caravan Pictures"", ""id"": 175}, {""name"": ""Hollywood Pictures"", ""id"": 915}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/23/1994,29392418,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He's armed and dangerously funny.,A Low Down Dirty Shame,31,6
18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",,522,"[{""id"": 30, ""name"": ""individual""}, {""id"": 444, ""name"": ""taxi""}, {""id"": 571, ""name"": ""transsexuality""}, {""id"": 663, ""name"": ""fortune teller""}, {""id"": 774, ""name"": ""film business""}, {""id"": 886, ""name"": ""film making""}, {""id"": 887, ""name"": ""film producer""}, {""id"": 1950, ""name"": ""vororte""}, {""id"": 2559, ""name"": ""film maker""}, {""id"": 2792, ""name"": ""boxer""}, {""id"": 2793, ""name"": ""film director""}, {""id"": 2794, ""name"": ""oddball""}, {""id"": 6562, ""name"": ""celebrity""}, {""id"": 10338, ""name"": ""morphine""}, {""id"": 10732, ""name"": ""movie studio""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 18179, ""name"": ""drug addict""}, {""id"": 155167, ""name"": ""cult director""}, {""id"": 162687, ""name"": ""theremin""}, {""id"": 173594, ""name"": ""handgun""}, {""id"": 180193, ""name"": ""trick or treating""}, {""id"": 207716, ""name"": ""actor""}, {""id"": 232471, ""name"": ""transvestite""}]",en,Ed Wood,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.",24.548633,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/27/1994,5887457,127,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"When it came to making bad movies, Ed Wood was the best.",Ed Wood,630,7.3
26000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",,70436,"[{""id"": 351, ""name"": ""poison""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 2404, ""name"": ""masked ball""}, {""id"": 6165, ""name"": ""historical figure""}, {""id"": 7172, ""name"": ""buried alive""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 15145, ""name"": ""deadline""}, {""id"": 155317, ""name"": ""edgar allan poe""}, {""id"": 158935, ""name"": ""newspaper review""}, {""id"": 158938, ""name"": ""baltimore maryland""}, {""id"": 158940, ""name"": ""newspaper office""}, {""id"": 158950, ""name"": ""hard times""}, {""id"": 158951, ""name"": ""life imitates art""}, {""id"": 158952, ""name"": ""pendulum""}]",en,The Raven,"A fictionalized account of the last days of Edgar Allan Poe's life, in which the poet is in pursuit of a serial killer whose murders mirror those in the writer's stories.",22.520842,"[{""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""HU"", ""name"": ""Hungary""}, {""iso_3166_1"": ""RS"", ""name"": ""Serbia""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/9/2012,29657751,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The only one who can stop a serial killer is the man who inspired him.,The Raven,426,6.1
40000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",,1491,"[{""id"": 2343, ""name"": ""magic""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 18267, ""name"": ""vienna austria""}, {""id"": 169456, ""name"": ""crown prince""}, {""id"": 176857, ""name"": ""duchess""}, {""id"": 188989, ""name"": ""supernatural power""}, {""id"": 209157, ""name"": ""childhood sweetheart""}, {""id"": 233055, ""name"": ""vienna""}]",en,The Illusionist,"With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crowned prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.",36.960953,"[{""name"": ""Michael London Productions"", ""id"": 1187}, {""name"": ""Stillking Films"", ""id"": 11345}, {""name"": ""Bob Yari Productions"", ""id"": 12260}, {""name"": ""Bull's Eye Entertainment"", ""id"": 25432}, {""name"": ""Contagious Entertainment"", ""id"": 52740}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]","[{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/18/2006,86915017,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Nothing Is What It Seems.,The Illusionist,1615,7.1
6000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",,1725,"[{""id"": 100, ""name"": ""slum""}, {""id"": 542, ""name"": ""street gang""}, {""id"": 699, ""name"": ""love at first sight""}, {""id"": 797, ""name"": ""showdown""}, {""id"": 2124, ""name"": ""puerto rican""}, {""id"": 2356, ""name"": ""immigrant""}, {""id"": 3306, ""name"": ""highway""}, {""id"": 3691, ""name"": ""forbidden love""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 9932, ""name"": ""feud""}, {""id"": 10131, ""name"": ""interracial relationship""}, {""id"": 10449, ""name"": ""sondheim""}, {""id"": 18087, ""name"": ""attempted rape""}, {""id"": 33699, ""name"": ""policeman""}, {""id"": 158375, ""name"": ""based on stage musical""}, {""id"": 159278, ""name"": ""obsessive love""}, {""id"": 160367, ""name"": ""lifting female in air""}, {""id"": 165100, ""name"": ""young love""}, {""id"": 165212, ""name"": ""modern day adaptation""}, {""id"": 165214, ""name"": ""shakespeare in modern dress""}]",en,West Side Story,"In the slums of the upper West Side of Manhattan, New York, a gang of Polish-American teenagers called the Jets compete with a rival gang of recently immigrated Puerto Ricans, the Sharks, to ""own"" the neighborhood streets. Tensions are high between the gangs but two kids, one from each rival gang, fall in love leading to tragedy.",23.431117,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Seven Arts"", ""id"": 8268}, {""name"": ""Mirisch Pictures"", ""id"": 90571}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/18/1961,43656822,152,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The screen achieves one of the great entertainments in the history of motion pictures,West Side Story,389,7
45000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,9625,"[{""id"": 4289, ""name"": ""secret agent""}, {""id"": 6162, ""name"": ""past""}, {""id"": 8015, ""name"": ""cop""}, {""id"": 14676, ""name"": ""series of murders""}, {""id"": 180668, ""name"": ""homicide detective""}]",en,The Glimmer Man,"A former government operative renowned for his stealth, Jack Cole is now a Los Angeles police detective. When a series of horrible murders occurs in the metro area, Cole is assigned to the case, along with tough-talking fellow cop Jim Campbell. Although the two men clash, they gradually become effective partners as they uncover a conspiracy linked to the killings, which also involves terrorism and organized crime.",6.250282,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Seagal/Nasso Productions"", ""id"": 17825}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/4/1996,0,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Two good cops. One bad situation.,The Glimmer Man,100,4.7
17500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",http://www.metrofilms.com/hotelrwanda/,205,"[{""id"": 971, ""name"": ""rwanda""}, {""id"": 972, ""name"": ""refugee""}, {""id"": 973, ""name"": ""refugee camp""}, {""id"": 1550, ""name"": ""militia""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10089, ""name"": ""slaughter""}, {""id"": 10877, ""name"": ""dead body""}, {""id"": 11872, ""name"": ""atrocity""}, {""id"": 13069, ""name"": ""african""}, {""id"": 14624, ""name"": ""cruelty""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15053, ""name"": ""united nations""}, {""id"": 33617, ""name"": ""genocide in rwanda""}, {""id"": 34079, ""name"": ""death""}]",en,Hotel Rwanda,"Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.",28.60542,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""United Artists"", ""id"": 60}, {""name"": ""Industrial Development Corporation of South Africa"", ""id"": 564}, {""name"": ""Endgame Entertainment"", ""id"": 1205}, {""name"": ""Miracle Pictures"", ""id"": 2760}, {""name"": ""Sixth Sense Productions"", ""id"": 7495}, {""name"": ""Mikado Film"", ""id"": 11912}, {""name"": ""Inside Track Films"", ""id"": 19834}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}]",9/11/2004,38000000,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,"When the world closed its eyes, he opened his arms.",Hotel Rwanda,793,7.5
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,31064,"[{""id"": 570, ""name"": ""rape""}, {""id"": 572, ""name"": ""sex""}, {""id"": 822, ""name"": ""airport""}, {""id"": 1002, ""name"": ""authority""}, {""id"": 3487, ""name"": ""assistant""}, {""id"": 3720, ""name"": ""power""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 14782, ""name"": ""trust""}]",en,The Business of Strangers,"Julie Styron thinks she is going to be fired, but instead discovers that she is being promoted. Trapped in an airport hotel, she wants to celebrate but finds only the company of her young assistant, Paula Murphy. As the night progresses, the two women get to know each other. They flirt, they drink, they lie; personal flaws are revealed and exposed. But at the end of the night their relationship turns and becomes a complex battle of power, authority, and wit.",1.369649,"[{""name"": ""i5 Films"", ""id"": 26927}, {""name"": ""Headquarters"", ""id"": 42932}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/19/2001,0,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Business of Strangers,19,5.7
60000000,"[{""id"": 28, ""name"": ""Action""}]",http://www.stateofplaymovie.net/,16995,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 703, ""name"": ""detective""}, {""id"": 736, ""name"": ""journalist""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 918, ""name"": ""newspaper""}, {""id"": 1705, ""name"": ""congress""}, {""id"": 4222, ""name"": ""editor-in-chief""}, {""id"": 5514, ""name"": ""conspiracy of murder""}, {""id"": 6078, ""name"": ""politics""}, {""id"": 6085, ""name"": ""election campaign""}, {""id"": 6086, ""name"": ""government""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9950, ""name"": ""thriller""}, {""id"": 10851, ""name"": ""blog""}, {""id"": 12193, ""name"": ""reporter""}]",en,State of Play,"Handsome, unflappable U.S. Congressman Stephen Collins is the future of his political party: an honorable appointee who serves as the chairman of a committee overseeing defense spending. All eyes are upon the rising star to be his party's contender for the upcoming presidential race. Until his research assistant/mistress is brutally murdered and buried secrets come tumbling out.",21.685719,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Andell Entertainment"", ""id"": 1683}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/17/2009,87784194,127,"[{""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Find The Truth,State of Play,484,6.7
0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.jungleshuffle.com/,283671,"[{""id"": 8723, ""name"": ""poacher""}, {""id"": 10787, ""name"": ""jungle""}]",en,Jungle Shuffle,In this turbulent jungle adventure an outcast coati male has to team up with a quirky spider monkey to save a coati princess from the hands of a human poacher and his mysterious client.,1.413934,"[{""name"": ""Wonderworld Studios"", ""id"": 3980}, {""name"": ""Animation Picture Company"", ""id"": 15196}, {""name"": ""Avikoo Studios"", ""id"": 40642}]","[{""iso_3166_1"": ""MX"", ""name"": ""Mexico""}, {""iso_3166_1"": ""KR"", ""name"": ""South Korea""}]",8/7/2014,0,85,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Jungle Shuffle,1,6.5
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",,18550,"[{""id"": 2157, ""name"": ""hacker""}, {""id"": 4654, ""name"": ""undercover agent""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 10717, ""name"": ""chain gang""}, {""id"": 10718, ""name"": ""fugitive""}, {""id"": 208592, ""name"": ""floppy disk""}]",en,Fled,"During a routine prison work detail, convict Piper is chained to Dodge, a cyberhacker, when gunfire breaks out. Apparently, the attack is related to stolen money that the Mafia is after, and some computer files that somebody wants desperately to bury. The pair, who don't exactly enjoy each other's company, escape and must work together if they are to reach Atlanta alive. Luckily, they meet a woman who may be willing to help them.",2.77255,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/19/1996,17193231,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,See how they run.,Fled,47,5.2
11000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,63020,"[{""id"": 1900, ""name"": ""immigration""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 207901, ""name"": ""political prisoner""}, {""id"": 208396, ""name"": ""cuban refugees""}]",en,The Perez Family,"In the midst of the Mariel boat lift -- a hurried exodus of refugees from Cuba going to America -- an immigration clerk accidentally presumes that dissident Juan Raul Perez and Dorita Evita Perez are married. United by their last name and a mutual resolve to emigrate, Dorita and Juan agree to play along. But it gets complicated when the two begin falling for each other just as Juan reunites with his wife, Carmela, whom he hasn't seen in decades.",1.187671,"[{""name"": ""Samuel Goldwyn Company, The"", ""id"": 28205}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/12/1995,2832826,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"On the way to finding a family, she found love.",The Perez Family,9,6.6
27000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",,8831,"[{""id"": 779, ""name"": ""martial arts""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 10568, ""name"": ""science fiction""}, {""id"": 175629, ""name"": ""alternative reality""}]",en,Timecop,"An officer for a security agency that regulates time travel, must fend for his life against a shady politician who has a tie to his past.",13.308127,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Renaissance Pictures"", ""id"": 467}, {""name"": ""Dark Horse Entertainment"", ""id"": 552}, {""name"": ""Largo Entertainment"", ""id"": 1644}, {""name"": ""Signature Pictures"", ""id"": 2982}, {""name"": ""JVC Entertainment Networks"", ""id"": 4248}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/15/1994,101646581,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They killed his wife ten years ago. There's still time to save her. Murder is forever... until now.,Timecop,282,5.5
